Publisher,Language,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
S. Godage & Brothers (Pvt.) Ltd,English,Lalitha Somathilaka,,2012,.,9552096901,Book,Rasika's Diary,Rs. 150.00,Book Binding,32,.
Harper Collins,English,Alistair Maclean,,2007,7263961,9780007263967,Book,Puppet On A Chain,"Rs. 1,475.00",Paperback,320,-
Viking,English,"Jatin Gandhi, Veenu Sandhu","Perceptions of Rahul Gandhi have ranged from the great Indian hope to that of an over-promoted dynastic scion. Everyone has an opinion, but the man himself remains opaque, his public persona confined to positions on political events, policies or programmes.Who is Rahul Gandhi the real man beneath the hype and the hatchet jobs? What are the ideas and influences that propel him? Who are his advisers? And how will he tackle his new responsibilities as his mother, Sonia Gandhi, makes way for him? Two young journalists, Jatin Gandhi and Veenu Sandhu, trace the evolution of the Rahul brand and explore the fascinating relationship between modernity and dynasty in this incisive political biography.",2012,670084808,9780670084807,Book,Rahul ,"Rs. 1,735.00",Hardcover,296,-
Atlantic Books,English,"Michel Houellebecq,Bernard-Henri Levy","In 2008, two of the most celebrated of French intellectuals began a ferocious exchange of letters. In their inimitably confrontational correspondence, they lock horns on everything, including literature, sex, politics, family, fame and even - naturally - themselves. This title features their letters.",2011-12-01,1848871589,9781848871588,Book,Public Enemies ,"Rs. 3,940.00",Hardcover,320,21.8 x 14.5 x 3.3 cm
Harper Collins Publishers Ind Ltd,English,"Mary-kate Olsen, Ashley Olsen","Written in diary format this title features excerpts from the twins' letters and e-mails to one another. Mary-Kate has decided to move back to Chicago, but Ashley refuses to leave their new boarding school. The twins have never been apart before - how will they cope?",2002,7144709,9780007144709,Book,PS Wish You Were Here (Two of a Kind Diaries) ,Rs. 850.00,Paperback,112,-
EILEEN HEWSON,English,COMPILED BY EILEEN HEWSON,,-,-,1906276263,Book,PROTESTANT MARRIAGES ,"Rs. 1,700.00",-,37,-
Cbs,English,Experienced Teachers,,2009-12-01,8123905599,9788123905594,Book,Problems And Solutions Of Eng Electromagnetics,Rs. 545.00,Paperback,543,-
Little Brown and Company,English,"James Patterson,Maxine Paetro,","Since former Marine helicopter pilot Jack Morgan started Private, it has become one of the world's most powerful investigation firms, sought out by the rich and famous to discretely handle their most sensitive problems. Private's investigators are the smartest, the fastest, and the most technologically advanced in the world--and they always uncover the truth. When a former lover is found murdered ...",02 January 2012,316196312,9780316196314,Book,Private: #1 Suspect ,"Rs. 4,180.00",Hardcover,496,16.5 x 3.8 x 24.8 cm
Harper Collins Children,English,Mary-kate Olsen,"The cute boy thinks you're French. Go with it: wear your hair in a French twist: eat french fries: French toast. Tell him the truth - eventually. So much to do, so little time!",2004,7144563,9780007144563,Book,SO LITTLE TIME BOY CRAZY,Rs. 850.00,Paperback,112,-
RANDOM HOUSE,English,Charles Duhigg,"From the author of the ""New York Times ""bestselling phenomenon ""The Power of Habit ""comes a fascinating new book that explores the science of productivity, and why, in today s world, managing ""how"" you think rather than ""what"" you think can transform your life. A young woman drops out of a PhD program and starts playing poker. By training herself to envision contradictory futures, she learns to anticipate her opponents missteps and becomes one of the most successful players in the world. A group of data scientists at Google embark on a four-year study of how the best teams function, and find that ""how"" a group interacts is more important than ""who"" is in the group a principle, it turns out, that also helps explain why ""Saturday Night Live"" became a hit. A Marine Corps general, faced with low morale among recruits, reimagines boot camp and discovers that instilling a bias toward action can turn even the most directionless teenagers into self-motivating achievers. The filmmakers behind Disney s ""Frozen"" are nearly out of time and on the brink of catastrophe until they shake up their team in just the right way, spurring a creative breakthrough that leads to one of the highest-grossing movies of all time. What do these people have in common? They know that productivity relies on making certain choices. The way we frame our daily decisions: the big ambitions we embrace and the easy goals we ignore: the cultures we establish as leaders to drive innovation: the way we interact with data: These are the things that separate the merely busy from the genuinely productive. At the core of ""Smarter Faster Better"" are eight key concepts from motivation and goal setting to focus and decision making that explain why some people and companies get so much done. Drawing on the latest findings in neuroscience, psychology, and behavioral economics as well as the experiences of CEOs, educational reformers, four-star generals, FBI agents, airplane pilots, and Broadway songwriters this painstakingly researched book explains that the most productive people, companies, and organizations don t merely act differently. They view the world, and their choices, in profoundly different ways. In""The Power of Habit, "" Pulitzer Prize winning journalist Charles Duhigg explained why we do what we do. In ""Smarter Faster Better, ""he applies the same relentless curiosity, deep reporting, and rich storytelling to explain how we can improve at the things we do. It s a groundbreaking exploration of the science of productivity, one that can help anyone learn to succeed with less stress and struggle, and to get more done without sacrificing what we care about most to become smarter, faster, and better at everything we do. Advance praise for ""Smarter Faster Better"" As he did in ""The Power of Habit, ""Duhigg melds cutting-edge science, deep reporting, and wide-ranging stories to give us a fuller, more human way of thinking about how productivity actually happens. Susan Cain, author of ""Quiet"" Duhigg uses engaging storytelling to highlight fascinating research and core principles that we can all learn and use in our daily lives. A masterful must-read for anyone who wants to get more (and more creative) stuff done. David Allen, author of ""Getting Things Done"" Duhigg has a gift for asking just the right question, and then igniting the same curiosity in the rest of us. In ""Smarter Faster Better"" he finds provocative answers to a riddle of our age. Jim Collins, author of ""Good to Great""""",2016-03-08,081299339X,9780812993394,Book,Smarter Faster Better : The Secrets of Being Productive in Life and Business,"Rs. 5,350.00",Hard cover,400,-
Orient,English,Gantenbein,"This title offers a good understanding of direct marketing and customer management principles straight from an expert, coupled with the use of Microsoft technologies. It is a solutions-oriented business book for Managers which delivers the essential knowledge and skills needed to plan and execute direct marketing campaigns and manage customers.",2005,8120318633,9788120318632,Book,Smart Business Solutions-Direct Marketing & Cust ,"Rs. 1,300.00",Paperback,263,-
Harper Collins,English,Darren Shan,"More chills and thrills in Darren Shan's latest Demonata title, now in paperback. Let the Slawter commence!",07 January 2010,7358741,9780007358748,Book,Slawter,"Rs. 1,160.00",Paperback,272,-
HarperCollins,English,Derek Landy,,-,-,9780007326037,Book,Skulduggery Pleasant : Death Bringer,"Rs. 1,300.00",-,602,125mm X 200mm
Voyager,English,Raymond E. Feist,For nearly a year peace reigned the kingdom of Rillanon. But new challenges awaited Arutha the Prince of Krondor when Jimmy The Hand - youngest thief in the Guild of Mockers - came upon a sinister Nighthawk poised to assassinate him. What evil power raises the dead and makes corpses do battle with the living at the behest of the Guild of Death?,1986-11-20,586064176,9780586064177,Book,Silverthorn,Rs. 900.00,Paperback,432,17.8 x 11.6 x 2.6 cm
Penguin UK,English,Rachel Carson,,2000-09-28,-,978-0141184944,Book,Silent Spring,"Rs. 1,900.00",Paperback,-,-
Hachette India,English,Rage Theatre Productions,,2012,9350094419,9789350094419,Book,Sight Lines: Three Contemporary Indian Plays ,"Rs. 1,475.00",Paperback,256,-
Rama Brothers India Pvt Ltd,English,Paul Rajinder,,2009,8175811099,9788175811096,Book,Shakespeares Macbeth,Rs. 430.00,Paperback,-,-
Rama Brothers India Pvt Ltd.-new Delhi,English,"Tilak, Raghukul",,2009,8175810688,9788175810686,Book,Shakespeare Twelfth Night Study Guide Notes,Rs. 265.00,Paperback,-,-
University Of Kelaniya,English,L P N Perera,"This book, 'Sexuality in Ancient India' is a comprehensive study utilizing the texts of the Pali Vinayapitaka as its literary sources. This book includes chapters on Introduction, Data on Sex in the Pali Vinayapitaka, The Approach to Sex: Brahmacariya, The Early Buddhist Sangha and its Social Background, Data on Sex: Their Evidential Value, Ordinary Heterosexual Relationships, Hetero and Homosexual Deviations and Intersexuality, Further Deviations, Erotics, Ganikas and Prostituion, and Miscellaneous Sexual Phenomena. This book is a major contribution to the social anthropology of ancient India. As a source book its material is useful not only to the Indologist but also to students of social psychology, psycho-analysis, medicine and also of law.",1993,955904415X,-,Book,Sexuality In Ancient India - A Study Based On The Pali Vinayapitaka ,Rs. 740.00,Hardcover,282,-
