Publisher,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
-,-,"TOP HAT, WHITE TIE &amp: TAILS, FRED ASTAIRETrack List:Disc 1:1. Top Hat, White Tie And Tails  2:35 2. Cheek To Cheek  3:19 3. No Strings  2:34 4. Isn't This A Lovely Day  3:16 5. The Piccolino  3:18 6. Fascinating Rhythm Feat. Adele Astaire &amp: George Gershwin  2:24 7. Funny Face Feat. Adele Astaire  3:07 8. My One And Only  3:02 9. Puttin' On The Ritz  2:36 10. Crazy Feet  2:54 11. New Sun In The Sky  2:55 12. Night And Day  3:14 13. We're In The Money (the Gold Diggers Song)  2:16 14. Flying Down To Rio  2:52 15. Let's Face The Music And Dance  2:29 16. I'm Putting All My Eggs In One Basket  2:49 17. We Saw The Sea  2:22 18. Let Yourself Go  2:41 19. I'd Rather Lead A Band  2:30 20. I'm Building Up To An Awful Let Down  3:05 21. The Way You Look Tonight  3:07 22. Never Gonna Dance  3:13 23. Pick Yourself Up  2:59 24. A Fine Romance  2:51 25. Bojangles Of Harlem  3:02 Disc 2: 1. They Can't Take That Away From Me  3:07 2. They All Laughed  2:48 3. I've Got Beginner's Luck  2:53 4. Let's Call The Whole Thing Off  3:14 5. Shall We Dance  2:33 6. Slap That Bass  2:58 7. A Foggy Day  2:53 8. Things Are Looking Up  3:13 9. Nice Work If You Can Get It  2:45 10. I Can't Be Bothered Now  2:26 11. Change Partners  3:08 12. I Used To Be Colour Blind  3:01 13. Yam, The  2:42 14. Who Cares? Feat. Benny Goodman  2:52 15. Just Like Taking Candy From A Baby Feat. Benny Goodman  2:49",-,-,-,BOOKS,"TOP HAT, WHITE TIE & TAILS, FRED ASTAIRE",Rs. 800.00,-,-,-
-,-,,-,-,-,BOOKS,Mixed Emotions,"Rs. 1,100.00",-,-,-
"Grey Oak,Westland",Paritosh Uttam,"Edited by bestselling author, Paritosh Uttam, this anthology offers snapshots of interesting characters in Urban India. The ten-year-old mathematics loving girl, haunted by memories of her dead mother. The man who buys expensive gifts for married women: an Indian kid who can name every American state in alphabetical order: a boy who knows more than he should about the extra marital affairs of his parents: a baby with secrets of his own: the pesky Maami in the neighbourhood, with a cure for every ailment: the beefy sportsman with a peacock hairstyle: the seven-year-old who wants to get married: a retiree on his last day in a dead end job: the salesman who fails to meet his targets: the grouchy physics teacher with a love for literature: the chatty cab driver who was once a film maker: the philosophical mehndiwala on the sidewalk: a struggling artist in love with his fabled city: the retired pilot with life advice in the window seat and a lot more....",2012,9381626412,9789381626412,BOOKS,Urban Shots: Bright Lights ,Rs. 990.00,Paperback,220,-
-,-,,-,-,-,BOOKS,"A LOVELY WAY TO SPEND AN EVENING, FRANK SINATRA",Rs. 800.00,-,-,-
Skira Editore,"Roberto Lleras Perez, Clara Isabel Botero, Santiago Lodono",,-,8876247769,-,BOOKS,The Art of Gold: The Legacy of Pre-Hispanic Colombia,"Rs. 7,550.00",-,272,11.2 x 9.6 x 1 inches
-,-,,-,-,-,BOOKS,Tha Dogg: the Best of the Works,"Rs. 1,100.00",-,-,-
Laurence King,Kester  Rattenbury,,-,1856694925,9781856694926,BOOKS,Architects Today,"Rs. 2,750.00",Hardcover,240,21.5 x 19.5 cm
Tuttle,Daisetz T. Suzuki,,-,-,978485311998,BOOKS,Zen and Japanese Culture,"Rs. 3,800.00",-,478,130mmX215mm
Harper Collins UK,Dean Koontz,"At 34, Ryan Perry never expected to find himself on a waiting list for a heart transplant, with time running out. So when miraculously he receives a new heart and the transplant is a success, he thinks his troubles are over. A year later, he has never feltso good. But then he starts to get mysterious gifts from an unknown person. He has the feeling he is being watched. $100,000 suddenly vanishes from his bank account, donated to the cardiology department of the local hospital. And then comes a terrifying threat: everything he has – his money, his reputation, his friends, his freedom, and his new heart – will all be ripped away from him. He is promised a nightmare death. In grave danger, alone with his beating heart and its secrets, can Ryan unlock the mystery of the enemy who threatens his very existence? Prepare for the unexpected in this compelling and fast-paced thriller from the master of suspense.",2009,0007321724,9780007321728,BOOKS,Your Heart Belongs To Me ,"Rs. 1,475.00",Paperback,352,-
Thorsons Publishers,"Michael F. Roizen, Mehmet C. Oz","Drs Michael F. Roizen and Mehmet C. Oz, authors of the million-copy bestseller 'YOU: The Owner's Manual', have devised a diet that is so effective you'll notice changes in your body immediately. Starting with a Two-Week Reboot that will help you lose up to two inches around your waist, you will shed your unwanted pounds forever.",2007, 0007241844,9780007241842,BOOKS,You on a Diet: The Insider's Guide to Easy and Permanent Weight Loss,"Rs. 2,700.00",Paperback,384,-
Harper Collins,Bernadette Tynan,"Written with the busy parent in mind, this practical and easy-touse book explodes the myths about genius and is packed full of fun activities for you and your child-from puzzles and riddles to number and code-cracking games. About Author : Bernadette Tynan is founder and president of Beautiful Minds, a charity dedicated to funding research into the best ways to develop the natural gifts in all children. An expert in gifted children and a former Senior Lecturer at the Research Centre for Able Children in Oxford, her books are grounded in her practical experience of working with children, parents and schools worldwide.Contents :IntroductionGenius-Exploding the MythsDiscovering Your Childs GiftsHow to Think like a GeniousHow to learn like a GeniusWhere can I get information on ..?Index      ",2005, 8172235917,9788172235918,BOOKS,Your Child Can Think Like A Genius ,"Rs. 1,950.00",Paperback,218,-
Buddhist Missionary Society,K Sri Dhammananda Thera,"The purpose of this book is examining the most common problems which beset us today as parents, children, husbands wives in daily lives. The book has organized under a variety of subheadings to cover a wide range of subjects. They have been loosely assembled together into five separate sections, problems- their nature and cause, the role of religion, the self and family, man and society and the correct attitude. This book is being read world wide because it is written in simple language and is directly focused on the challenges presented by modern civilization. This book concludes with a list of books by the same author.",2004,9834007124,-,BOOKS,You And Your Problems ,Rs. 380.00,-,232,-
Harper Collins,"John Roger , Peter Mc Williams","New price, new look and new format for this bestselling pop psychology classic.",2007-11-15, 0007272871,9780007272877,BOOKS,You Can't Afford the Luxury of A Negative Thought ,"Rs. 1,100.00",Paperback,336,-
Scholastic,-,"Book Summary of Year Book 2012Timelines, essays, lists, fact files and a round-up of this year’s events make this book an invaluable mine of information for quizzes, projects, competitive exams or just knowledge about the world!This smashing edition brings you:→ Major events in the World and India→ Popular awards→ Sports highlight→ Environment News→ Top ten list of the biggest, highest, strongest→ Development in Science and Space→ News and views from the world of entertainment →And much more...Some of the well-known contributors:→ Journalist N. Singh on major events, people in the news and awards→ Sports journalist Anand Ramachandran with sports news and highlights→ Senior economics journalist Vivek Sinha on the Indian economy→ Lawyers Daniel David and Renuka Medury→ Fashion writer Shigorika Singh with a trend report of what’s hot and what’s not in India and the world→ And much more…...",2011, 8184778236,9788184778236,BOOKS,Year Book 2012 ,Rs. 980.00,Paperback,264,5.5 x 8.5 Inches
Future,Astha Suneja,,2012,9381688175,9789381688175,BOOKS,Yes..I Flaunt My Diamond,Rs. 870.00,Paperback,-,-
Harper Collins,Len Deighton,"June 11, 1940 -- where is Winston Churchill?",1996, 0586054472,9780586054475,BOOKS,XPD,"Rs. 1,765.00",Paperback,464,6.97 x 4.45 x 1.18 inches
Harper Voyager,Raymond E. Feist,The final book in The Darkwar series from the world-wide best-selling author of Magician. Wrath of a Mad God witnesses the cataclysmic end to one of Feist's best-loved worlds.,Feb 2009,0007244312,9780007244317,BOOKS,Wrath of a Mad God ,Rs. 900.00,Paperback,400,17.4 x 11.2 x 3.6 cm
Harper Collins,Khushwant Singh,,1995, 8172236514,9788172236519,BOOKS,WOMEN AND MEN IN MY LIFE PB,"Rs. 1,160.00",Paperback,254,-
Upscportal Publications,Sachchida Nand Jha,,2012,9381362372,9789381362372,BOOKS,UPSC Portal: CSAT Comprehensive Manual: IAS Preliminary (Part-2),"Rs. 2,500.00",Paperback,850,-
Kpi,Francesca Target,,2005, 8175542834,9788175542834,BOOKS,Working in English Language Teaching,Rs. 645.00,Paperback,-,-
Sage Publications Ltd,Gail Craswell,"Crammed full of practical advice for any student undertaking postgraduate study, Gail Craswell's Writing for Academic Success provides a comprehensive coverage of academic writing skills and communication techniques.",20 October 2004,1412903017,9781412903011,BOOKS,Writing For Academic Success: A Postgraduate Guide ,"Rs. 5,095.00",Paperback,288,9.54 x 6.7 x 0.65 inches
 Simon & Schuster,Rupi Kaur,,2017-10-03,1471165825, 978-1471165825,BOOKS,The Sun and her flowers,"Rs. 1,500.00",Paperback,256,-
Harper Collins Religious,-,The official new Sunday Missal in a classically beautiful blue imitation leather binding.,2011-12-22,0007456298,9780007456291,BOOKS,The Sunday Missal: The New Translation of the Order of Mass for Sundays,"Rs. 3,100.00",Hardcover,1200,-
Bantam BoBantam Books,Robert Winston,"Robert Winston is one of the country's best-known scientists. As Professor of Fertility Studies at Imperial College, University of London, and Director of NHS Research and Development and Consultant Obstetrician and Gynaecologist at Hammersmith Hospital, he has made advances in fertility medicine and been a leading voice in the debate on genetic engineering. His television series include Making Babies, The Human Body, Human Instinct, Walking with Cavemen, The Human Mind and Child of Our Time and have made him a household name across Britain. He became a life peer in 1995. His most recent books, Human Instinct and The Human Mind, are also published by Bantam Books.",-,-,9780553817430,BOOKS,The Story of God,"Rs. 1,270.00",-,476,125mmX200mm
Createspace,Brian Rienzie Wicklin,"This book is about Rene who lived in Kalapaluwawa a village in Sri Lanka, the island country off the southern coast of India that was once known as Ceylon. Brian Wicklin is the author and the next youngest of Rene's 6 children. He lives in Sweden. The book spells out the emotionally compelling story about his mother and the troublesome life she endured living with her husband, how it all ended in the most unusual of ways, her departure for London not being able to say goodbye to her children and not knowing anyone who was out there to meet her. Against all odds in its favour she met her children one by one as grown-ups 15 to 20 years after her departure. The story that is told starts around the early years of the previous century and ends in the Isle of Wight in 1973.",2014-11-15,1505951488,9781505951486,BOOKS,The story about Rene,"Rs. 3,850.00",Paperback,146,-
"Running Press,U.S",Elisabeth Edwards,,2004-09-22,076241572X,9780762415724,BOOKS,Lucy & Desi: The Real Life Scrapbook Of America's Favorite TV Co,"Rs. 5,800.00",Hardcover,64,31 x 27.9 x 2.8 cm
